"Freq [GHz]","dB(St(FloquetPort2:1,FloquetPort1:1)) []","dB(St(FloquetPort2:2,FloquetPort1:2)) []"
3.1357063403782,-1.14872688364358,-1.16507669452877
3.15350389321468,-1.19614616559435,-1.2013005822431
3.17130144605117,-1.24662745356317,-1.23940780847219
3.18909899888765,-1.30044135945937,-1.27953884191629
3.20689655172414,-1.3578875980771,-1.32184602361988
3.22469410456062,-1.41929852408261,-1.36649443023849
3.24249165739711,-1.48504311481836,-1.41366271716845
3.26028921023359,-1.55553144660625,-1.46354390265081
3.27808676307008,-1.63121971182149,-1.51634603787653
3.29588431590656,-1.71261582019064,-1.572292686589
3.31368186874305,-1.80028561853039,-1.63162310903937
3.33147942157953,-1.89485974549693,-1.69459200731347
3.34927697441602,-1.99704110741634,-1.76146863943644
3.3670745272525,-2.107612911348,-1.83253504518416
3.38487208008899,-2.22744711247609,-1.90808304364417
3.40266963292547,-2.35751301036778,-1.98840955747803
3.42046718576196,-2.49888554134383,-2.07380968801472
3.43826473859844,-2.65275253077809,-2.1645668064803
3.45606229143493,-2.82041974317828,-2.26093874069313
3.47385984427141,-3.00331193097716,-2.36313893056755
3.4916573971079,-3.20296713468295,-2.47131121840707
3.50945494994438,-3.42102008154776,-2.58549676941116
3.52725250278087,-3.65916845926777,-2.70559155347905
3.54505005561735,-3.91911281922756,-2.83129297740685
3.56284760845384,-4.20245652258112,-2.9620348173467
3.58064516129032,-4.51054607606281,-3.09691082305779
3.59844271412681,-4.84422414337725,-3.23458957861161
3.61624026696329,-5.20345782538454,-3.37322675968029
3.63403781979978,-5.58679567954097,-3.51038605290892
3.65183537263626,-5.9906050228471,-3.64298651598697
3.66963292547275,-6.40806211208869,-3.76730101797485
3.68743047830923,-6.82794305281121,-3.87903520549561
3.70522803114572,-7.23344059583366,-3.97351522218062
3.7230255839822,-7.60154900652801,-4.04600039440595
3.74082313681869,-7.90394669316405,-4.09211112974959
3.75862068965517,-8.11041998625115,-4.10832470060317
3.77641824249166,-8.19508178372356,-4.09245341249604
